paperid,doi,year,date,doctype,cited_by_count,is_retracted,reference_count,citation_count,C3,C5,C10,disruption,Atyp_Median_Z,Atyp_10pct_Z,Atyp_Pairs,WSB_mu,WSB_sigma,WSB_Cinf,SB_B,SB_T,team_size,institution_count,patent_count,newsfeed_count,nct_count,nih_count,nsf_count
W2766179393,https://doi.org/10.1016/j.jet.2017.10.008,2017,2017-11-08,article,27,False,35,27,13,20,27,-0.0057046270864145,1065.6066980911426,7.197007051214375,28.0,,,,0.125,1.0,2,3,0,0,0,0,0
W4213066530,https://doi.org/10.1017/jwe.2021.31,2021,2021-11-01,article,5,False,9,5,5,5,5,-0.044776119402985,inf,585.104454112445,1.0,,,,1.0,1.0,3,5,0,0,0,0,0
W4294898653,https://doi.org/10.34190/ecie.17.1.611,2022,2022-09-07,article,0,False,13,0,0,0,0,0.0,140.38095238095238,40.47303709808607,21.0,,,,,,0,0,0,0,0,0,0
W4310873586,https://doi.org/10.1089/jpm.2022.0335,2022,2022-12-01,review,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4312313171,https://doi.org/10.3366/legal.2022.0037,2022,2022-09-01,article,0,False,32,0,0,0,0,0.0,3.0,2.388854381999832,3.0,,,,,,0,0,0,0,0,0,0
W3134659184,https://doi.org/10.58729/1941-6679.1459,2021,2021-01-01,article,0,False,70,0,0,0,0,0.0,169.6236669978488,3.9725082652913657,325.0,,,,,,0,0,0,0,0,0,0
W3134809247,https://doi.org/10.5744/ftr.2014.1007,2019,2019-12-09,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4378611618,https://doi.org/10.1093/sleep/zsad077.0116,2023,2023-05-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4387564973,https://doi.org/10.20944/preprints202310.0310.v1,2023,2023-10-10,preprint,0,False,6,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2798201893,https://doi.org/10.1140/epjst/e2019-800057-8,2019,2019-02-13,article,21,False,89,21,15,20,20,-0.0036569756811117,285.2087873553542,20.69031026651973,741.0,,,,0.8333333333333337,2.0,2,2,0,0,0,0,0
W3015985181,https://doi.org/10.1037/law0000236,2020,2020-04-09,article,20,False,102,19,4,19,19,-3.4680236657934955e-05,61.81108117560768,4.451009729152781,1081.0,,,,8.11111111111111,2.0,6,5,0,0,0,0,0
W2794205648,https://doi.org/10.1080/17441692.2018.1444782,2018,2018-02-27,article,19,False,38,20,5,18,20,8.92458723784025e-05,28.116279069767444,0.0780868809443031,276.0,,,,8.5,3.0,7,5,0,0,0,0,0
W2192734353,https://doi.org/10.1371/journal.pone.0144493,2015,2015-12-10,article,18,False,36,18,6,7,18,-0.0001867820564704,19.69702014873636,-10.523449285361496,171.0,,,,6.4,3.0,3,1,0,0,0,0,0
W2999954992,https://doi.org/10.1016/j.physa.2019.123843,2020,2020-01-16,article,51,False,54,51,39,49,49,-0.0026395173453996,4.058823529411765,-27.585375196400225,465.0,,,,-0.1111111111111111,1.0,5,1,0,0,0,0,0
W3086001655,https://doi.org/10.1016/j.jaad.2020.09.039,2020,2020-09-17,review,49,False,126,45,36,45,45,-0.0014983518130056,,,,,,,0.2142857142857142,1.0,7,5,0,0,0,0,0
W2804935350,https://doi.org/10.1093/gerona/gly123,2018,2018-05-26,article,46,False,41,46,26,41,46,-0.0006477652100254,95.78688524590164,1.7362266237194146,300.0,,,,0.0,0.0,10,14,0,0,0,0,0
W2773403781,https://doi.org/10.1007/s10835-017-9276-y,2017,2017-12-01,article,1,False,0,1,1,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W2790589992,https://doi.org/10.1007/s10834-018-9571-x,2018,2018-02-17,article,1,False,0,1,0,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4206363280,https://doi.org/10.1080/14787318.2021.2017562,2021,2021-10-02,article,1,False,40,1,1,1,1,0.0001159151501101,249.66666666666669,2.5772585161673827,91.0,,,,0.0,0.0,1,1,0,0,0,0,0
W2279388160,https://doi.org/10.1016/j.euroecorev.2016.11.011,2017,2017-01-11,article,6,False,42,6,1,6,6,0.000672608037666,146.10861823896434,12.306354706422146,231.0,,,,5.0,2.0,2,2,0,0,0,0,0
W4287378147,https://doi.org/10.1186/s12859-022-04852-2,2022,2022-07-25,article,6,False,49,5,5,5,5,-9.500826571911756e-05,319.3602095523248,33.19754104196353,136.0,,,,0.0,0.0,7,2,0,0,0,0,0
W2478983254,https://doi.org/10.1016/j.alcr.2016.03.002,2016,2016-03-22,article,1,False,7,1,0,0,1,0.0003664345914254,640.7345455998702,640.7345455998702,1.0,,,,0.0,0.0,2,2,0,0,0,0,0
W4247920539,https://doi.org/10.1037/14805-034,2015,2015-12-21,book-chapter,12,False,22,12,2,4,12,0.0,,,,,,,12.5,7.0,3,3,0,0,0,0,0
W1749537502,https://doi.org/10.1016/j.tcs.2015.11.031,2015,2015-12-02,article,17,False,37,16,8,12,16,-8.804023690370033e-06,51.230769230769226,-1.839169083988746,78.0,,,,4.125,3.0,2,2,0,0,0,0,0
W2392183776,https://doi.org/10.1007/s10488-016-0735-4,2016,2016-05-11,article,40,False,57,38,13,24,38,-0.0004391520986403,54.58665245255354,0.7362857603207351,300.0,,,,4.178571428571429,4.0,5,2,0,0,0,0,0
W2769774273,https://doi.org/10.1007/978-3-319-68109-2,2017,2017-11-18,book,40,False,1,40,13,29,40,0.8181818181818182,,,,,,,2.26,2.0,3,3,0,0,0,0,0
W1958006650,https://doi.org/10.1016/j.euroneuro.2015.06.005,2015,2015-07-04,article,35,False,62,34,8,13,34,-9.939703275007983e-06,100.3899600831966,2.3117567904052425,406.0,,,,12.75,2.0,11,4,0,0,0,0,0
W2515355692,https://doi.org/10.1002/cctc.201600429,2016,2016-09-04,article,35,False,26,35,16,24,35,-0.010691823899371,337.4502144885764,43.70245001076946,120.0,,,,0.0,0.0,4,4,1,0,0,0,1
W4247076548,https://doi.org/10.1017/9781108917612.017,2021,2021-05-10,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4249440974,https://doi.org/10.1017/9781108917612.013,2021,2021-05-10,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4250093701,https://doi.org/10.1017/9781108917612.011,2021,2021-05-10,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4250982977,https://doi.org/10.1017/9781108917612.007,2021,2021-05-10,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4254087449,https://doi.org/10.1017/9781108917612.014,2021,2021-05-10,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2237929498,https://doi.org/10.1016/j.ijpsycho.2016.01.003,2016,2016-01-16,article,3,False,57,3,2,2,3,2.586519062645492e-05,65.6947230852741,3.019544675292601,378.0,,,,0.0,0.0,11,4,0,0,0,0,0
W2551943437,,2016,2016-10-10,article,3,False,0,3,2,2,3,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W2763922775,https://doi.org/10.1063/1.5007826,2017,2017-10-01,article,3,False,16,3,1,3,3,-0.000817438692098,154.0592535429614,-7.701480609265857,55.0,,,,1.5,1.0,3,2,0,0,0,0,1
W4205247153,https://doi.org/10.1007/978-3-030-79891-8_6,2021,2021-01-01,book-chapter,3,False,15,3,3,3,3,6.521030322791e-05,,,,,,,3.0,2.0,2,2,0,0,0,0,0
W4403937322,https://doi.org/10.1109/cns62487.2024.10735583,2024,2024-09-30,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2333545578,https://doi.org/10.1007/s10488-016-0723-8,2016,2016-02-11,article,107,False,62,102,34,58,102,-0.0002548481415027,164.18296845052225,20.115793826998782,136.0,,,,-0.7703614779245028,2.0,3,2,0,0,0,0,0
W2962788355,https://doi.org/10.1016/j.jfa.2017.02.022,2017,2017-03-07,article,105,False,24,105,40,78,102,-0.0209117524048515,240.42066054541573,75.21615788764366,120.0,,,,2.6862433862433868,4.0,3,3,0,0,0,0,0
W2327485515,https://doi.org/10.1037/ccp0000058,2016,2016-04-07,article,102,False,71,101,44,72,101,-0.0037122720180771,151.56044660135896,18.627304197206783,351.0,,,,0.1823361823361824,1.0,6,5,0,0,0,0,0
W2020263162,https://doi.org/10.1016/j.jvir.2014.11.026,2015,2015-01-30,article,78,False,94,70,19,29,70,-0.0043301069791136,32.01806130920484,-5.734026438216144,325.0,,,,0.4228571428571427,2.0,15,14,0,0,0,0,0
W2789451470,https://doi.org/10.1007/978-3-319-99046-0_19,2018,2018-01-01,book-chapter,4,False,82,4,3,4,4,-0.0008340283569641,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W2808201451,https://doi.org/10.1007/s41811-018-0014-0,2018,2018-06-01,article,4,False,56,4,3,4,4,-0.0003698566805362,224.29614504881863,10.493979012062963,91.0,,,,0.0,0.0,6,6,0,0,0,0,0
W4225326909,https://doi.org/10.1164/ajrccm-conference.2022.205.1_meetingabstracts.a1152,2022,2022-05-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4234876480,https://doi.org/10.1017/9781108917612.015,2021,2021-05-10,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4235180960,https://doi.org/10.1017/9781108917612.001,2021,2021-05-10,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4238036859,https://doi.org/10.1017/9781108917612.004,2021,2021-05-10,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2791781595,https://doi.org/10.1080/07317115.2018.1437101,2018,2018-02-06,article,2,False,43,1,0,1,1,0.0001503081316699,11.200939199952783,-9.124068113481927,78.0,,,,0.0,0.0,3,2,0,0,0,0,0
W4236917645,https://doi.org/10.1017/cbo9781139013666.003,2015,2015-06-05,book-chapter,0,False,23,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4319785981,https://doi.org/10.1080/20445911.2023.2172417,2023,2023-02-08,article,4,False,58,4,4,4,4,-5.031699708161417e-05,108.30117208147516,3.784446313307284,378.0,,,,0.0,0.0,2,4,0,0,0,0,0
W2650616383,https://doi.org/10.3389/fnhum.2017.00353,2017,2017-08-03,article,150,False,62,149,61,109,149,-0.001610967212079,76.9510213842798,1.5504341823651058,253.0,,,,-0.8701298701298702,2.0,22,32,0,0,0,3,0
W2912696418,https://doi.org/10.1097/ccm.0000000000003637,2019,2019-01-26,review,134,False,75,126,83,126,126,-0.0031240237425804,,,,,,,-0.3201581027667984,1.0,16,16,0,0,0,0,0
W3091426098,https://doi.org/10.1038/s41598-020-72771-4,2020,2020-09-30,article,44,False,39,44,27,44,44,-0.001001309404606,136.55891366304132,-41.043487226875534,231.0,,,,0.0416666666666666,1.0,5,3,0,0,0,0,0
W3122062489,,2020,2020-01-13,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3182240292,,2020,2020-01-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3186599737,,2020,2020-08-13,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4214638979,https://doi.org/10.1007/978-3-030-39903-0_147,2020,2020-01-01,book-chapter,0,False,12,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4214771393,https://doi.org/10.1007/978-3-030-39903-0_208,2020,2020-01-01,book-chapter,0,False,15,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4241868062,https://doi.org/10.21203/rs.2.23301/v2,2020,2020-03-02,preprint,0,False,20,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4317697951,,2020,2020-02-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3217730222,https://doi.org/10.1016/j.jht.2021.10.005,2021,2021-11-21,review,27,False,40,27,27,27,27,-0.0038627584639854,,,,,,,0.4285714285714285,1.0,2,2,0,0,0,0,0
W3157298323,https://doi.org/10.21468/scipostphys.10.4.088,2021,2021-04-23,article,21,False,47,17,17,17,17,-0.0041042974408498,769.3892293381432,120.76634837909072,153.0,,,,0.5,1.0,3,2,0,0,0,0,1
W3127814427,https://doi.org/10.1038/s41467-021-21123-5,2021,2021-02-08,article,13,False,72,13,13,13,13,-0.0034927458355722,670.4448215206995,96.40525076825746,406.0,,,,0.0,0.0,6,4,0,0,0,0,0
W4293123396,https://doi.org/10.18574/nyu/9781479831135.003.0001,2020,2020-12-31,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4234274112,https://doi.org/10.7765/9781526113511.00004,2017,2017-07-21,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2513492764,https://doi.org/10.1103/physrevb.94.235132,2016,2016-12-13,article,17,False,56,17,10,15,17,-0.0005734718661449,5007.869161224349,166.6503359073558,55.0,,,,0.0,0.0,4,2,0,0,0,0,2
W4378576332,https://doi.org/10.1038/s41467-023-38862-2,2023,2023-05-27,article,17,False,50,17,17,17,17,-0.0025222801412476,730.178903008083,-5.384392308556827,210.0,,,,0.0,0.0,6,5,0,1,0,0,3
W4294266749,https://doi.org/10.1038/s41598-022-18987-y,2022,2022-09-02,article,16,False,104,17,17,17,17,-0.0001272156729709,99.34642870508624,-8.780725769443428,946.0,,,,-0.2857142857142857,1.0,311,82,0,0,0,0,0
W3180066967,https://doi.org/10.3389/fpsyg.2021.698655,2021,2021-07-14,article,13,False,104,12,12,12,12,-1.8531730956329972e-05,77.76923076923076,0.8571428571428572,465.0,,,,2.5,1.0,2,1,0,0,0,0,0
W2417946988,https://doi.org/10.1038/srep26712,2016,2016-06-07,article,12,False,45,12,6,9,12,0.0,20.87027939134763,-12.77628171305015,325.0,,,,0.0,0.0,313,77,0,0,0,0,0
W4396800621,https://doi.org/10.1097/01.gox.0001019136.77333.5a,2024,2024-05-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4396998168,https://doi.org/10.1681/asn.20203110s1660a,2020,2020-10-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4405481669,https://doi.org/10.1111/vru.13463,2024,2024-12-16,article,0,False,28,0,0,0,0,0.0,-0.1184928758300045,-23.071378399463992,21.0,,,,,,0,0,0,0,0,0,0
W2782660935,https://doi.org/10.1038/s41467-018-05892-0,2018,2018-10-09,article,372,False,45,369,129,285,369,-0.0063269197434564,284.2977489361329,1.8070158058105024,171.0,,,,0.2720790767406994,4.0,378,109,0,2,0,0,0
W2963855588,https://doi.org/10.1016/j.aim.2016.11.038,2017,2017-01-04,article,316,False,33,315,138,229,310,-0.0689495603887089,341.12574751267755,70.02067570185935,210.0,,,,-1.012365623506928,2.0,3,3,0,0,0,0,2
W2914209001,https://doi.org/10.1038/s41598-018-37769-z,2019,2019-02-13,article,312,False,42,310,166,310,310,0.0,29.734227197995228,-8.769230769230768,231.0,,,,-0.8505426817191524,1.0,312,80,0,1,0,0,0
W3087520506,https://doi.org/10.1016/j.gaitpost.2020.09.012,2020,2020-09-18,review,99,False,175,100,75,100,100,-0.0049467684697279,,,,,,,-0.2777777777777778,1.0,23,29,0,0,0,0,0
W2994814799,https://doi.org/10.1086/707616,2019,2019-12-16,article,90,False,37,88,53,88,88,-0.0043058545732342,108.43233571482,11.635441338670017,91.0,,,,-0.9251336898395722,2.0,3,3,0,0,0,0,0
W3113798603,https://doi.org/10.1093/geroni/igaa057.2868,2020,2020-12-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3120902875,,2020,2020-03-30,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3126161160,,2020,2020-07-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3173461516,https://doi.org/10.1163/9789004443891_012,2020,2020-10-19,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3187452258,https://doi.org/10.1017/9781316798539.005,2020,2020-05-12,book-chapter,0,False,190,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4210970674,https://doi.org/10.1017/9781316798539.006,2020,2020-05-12,book-chapter,0,False,177,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4211020074,https://doi.org/10.1017/9781316798539.003,2020,2020-05-12,book-chapter,0,False,177,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4211104314,https://doi.org/10.1017/9781316798539.008,2020,2020-05-12,book-chapter,0,False,177,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4211130612,https://doi.org/10.1017/9781316798539.010,2020,2020-05-12,book-chapter,0,False,177,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4211185305,https://doi.org/10.1017/9781316798539.007,2020,2020-05-12,book-chapter,0,False,177,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4240409442,https://doi.org/10.21203/rs.2.23301/v3,2020,2020-03-17,preprint,0,False,20,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4248400638,https://doi.org/10.21203/rs.2.23301/v1,2020,2020-02-12,preprint,0,False,20,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4384206203,https://doi.org/10.21468/scipostphys.15.1.022,2023,2023-07-21,article,0,False,48,0,0,0,0,0.0,651.0230565015138,61.08780041204437,231.0,,,,,,0,0,0,0,0,0,1
W2914422597,https://doi.org/10.1093/cs/cdy028,2018,2018-11-22,article,6,False,30,6,1,4,6,-0.0001101867665693,32.139701243782646,4.720493898419062,45.0,,,,2.0,1.0,2,1,0,0,0,0,0
W2809515548,https://doi.org/10.1515/lehr-2018-0002,2018,2018-06-22,article,5,False,0,5,3,5,5,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4376286488,https://doi.org/10.1007/s10409-023-23016-x,2023,2023-05-06,article,5,False,19,5,5,5,5,-0.0006885471654808,529.384689324237,-4.573717620606764,78.0,,,,0.0,0.0,5,4,0,0,0,0,0
W4309874710,https://doi.org/10.1007/s11916-022-01096-w,2022,2022-11-23,review,4,False,57,4,4,4,4,-0.0015232292460015,,,,,,,0.0,0.0,4,2,0,0,0,0,0
W2569803881,https://doi.org/10.1007/s10955-017-1794-y,2017,2017-05-10,article,3,False,44,3,2,3,3,-6.952169076751947e-05,268.43685901528227,1.04308569615004,276.0,,,,0.0,0.0,2,2,0,0,0,0,2
W3000785296,https://doi.org/10.1088/1361-6528/ab6dff,2020,2020-01-21,article,2,False,33,2,1,2,2,0.0,91.70550941002472,-4.280054888213042,153.0,,,,0.0,0.0,5,6,0,0,0,0,0
W3037624741,https://doi.org/10.1080/10474412.2020.1785885,2020,2020-06-23,article,1,False,10,1,1,1,1,-0.0034129692832764,130.15375522819156,130.15375522819156,1.0,,,,0.0,0.0,6,3,0,0,0,0,0
W3048483069,https://doi.org/10.1921/jpts.v17i2.1302,2020,2020-07-07,article,1,False,0,1,0,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W3165252549,,2020,2020-04-03,article,1,False,0,1,1,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W3006521481,https://doi.org/10.1007/978-3-319-90761-1_38-1,2020,2020-01-01,book-chapter,0,False,108,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3031223871,https://doi.org/10.2139/ssrn.3522288,2020,2020-01-01,article,0,False,3,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3102288906,https://doi.org/10.1093/nsr/nwaa229,2020,2020-09-01,article,57,False,51,57,39,57,57,-0.0010124130645303,107.4799832511501,-5.366529284160651,136.0,,,,0.95625,3.0,7,5,0,2,0,0,0
W2975235655,https://doi.org/10.1038/s41598-019-49970-9,2019,2019-09-25,article,43,False,103,42,32,42,42,-0.0007027406886858,148.16129032258064,-1.0214557343593602,946.0,,,,0.0,0.0,314,86,0,0,0,0,0
W4362666447,https://doi.org/10.1038/s43856-023-00269-x,2023,2023-04-06,article,25,False,75,24,24,24,24,-0.0002658425547469,63.1253468463036,-4.546499082535486,561.0,,,,0.0,0.0,326,89,0,0,0,0,0
W2892125206,https://doi.org/10.1103/physrevb.98.094310,2018,2018-09-28,article,24,False,29,24,15,21,24,-0.0010895026420439,779.8017101280328,38.2269990032859,105.0,,,,0.0,0.0,2,1,0,0,0,0,0
W2994660274,https://doi.org/10.1038/s41598-019-55818-z,2019,2019-12-20,article,23,False,52,23,12,22,22,-0.0001745848154856,87.09168267418278,-12.120131612197833,406.0,,,,2.6,3.0,313,83,0,0,0,0,0
W2104320105,https://doi.org/10.1257/jep.29.1.193,2015,2015-02-01,article,27,False,29,27,11,17,25,-0.001570293737299,57.91963191081034,15.45070104701194,3.0,,,,10.833333333333332,3.0,2,2,0,0,0,0,0
W2771449703,https://doi.org/10.1017/9781316822722.003,2017,2017-12-01,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2796094236,,2018,2018-03-27,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3125939082,,2021,2021-01-22,preprint,0,False,3,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3157110987,https://doi.org/10.1016/j.najef.2021.101453,2021,2021-05-02,article,0,False,33,0,0,0,0,0.0,1612.6828460940378,414.87810512659024,45.0,,,,,,0,0,0,0,0,0,0
W4285218104,https://doi.org/10.1007/978-3-030-95373-7_1,2022,2022-01-01,book-chapter,0,False,7,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2922343766,https://doi.org/10.4324/9780429424793,2019,2019-01-10,book,4,False,0,4,4,4,4,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W3121158650,https://doi.org/10.1561/108.00000020,2017,2017-11-06,article,4,False,13,4,1,3,3,0.0002810567734682,581.0561929867058,149.0969389443692,36.0,,,,9.5,7.0,4,5,0,0,0,0,0
W2888692622,https://doi.org/10.1017/nws.2018.14,2018,2018-08-23,article,10,False,24,9,5,9,9,-0.0003446408350155,30.08656190282856,-25.3331438826912,120.0,,,,0.0,0.0,5,3,0,0,0,0,0
W2626738461,https://doi.org/10.1109/icps.2017.7945108,2017,2017-05-01,article,9,False,14,9,6,7,9,0.0357142857142857,,,,,,,0.0,0.0,1,2,0,0,0,0,0
W2937822710,https://doi.org/10.1017/9781316822906.007,2018,2018-12-01,book-chapter,0,False,13,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2463026540,https://doi.org/10.5195/rt.2016.283,2016,2016-07-07,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4310903854,https://doi.org/10.1017/9781009090841,2022,2022-12-09,book,2,False,0,2,1,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4312019783,https://doi.org/10.1073/pnas.2214282119,2022,2022-12-16,article,2,False,23,2,2,2,2,-0.0010498687664041,31.246301833963017,-22.98808163346957,78.0,,,,0.0,0.0,2,3,0,0,0,0,1
W2046527835,https://doi.org/10.1080/10503307.2015.1014010,2015,2015-03-24,review,105,False,166,95,36,51,95,-0.0017519768928453,,,,,,,0.9852693602693604,8.0,5,6,0,1,0,0,0
W2575209472,,2017,2017-01-12,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3015437458,,2018,2018-04-18,preprint,0,False,48,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2025247717,https://doi.org/10.1007/s10615-015-0527-4,2015,2015-03-18,article,11,False,16,11,4,7,11,0.0008835341365461,8.198915917499228,1.2513145025102834,10.0,,,,3.25,3.0,2,2,0,0,0,0,0
W2554884577,,2016,2016-11-15,article,1,False,0,1,0,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4400804746,https://doi.org/10.5014/ajot.2024.050527,2024,2024-07-19,article,0,False,45,0,0,0,0,0.0,4.322778993684661,-7.774558797439419,496.0,,,,,,0,0,0,0,0,0,0
W4226459125,https://doi.org/10.2139/ssrn.4059624,2022,2022-01-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4236059010,https://doi.org/10.1017/cbo9781139013666.018,2015,2015-06-05,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4403980209,https://doi.org/10.1287/moor.2023.0008,2024,2024-08-09,article,0,False,44,0,0,0,0,0.0,1833.0328967388384,237.24713646248904,45.0,,,,,,0,0,0,0,0,0,0
W3091300748,https://doi.org/10.1111/cea.13751,2020,2020-10-02,article,8,False,43,8,5,7,7,-0.0002032933523073,69.177417930385,-2.2546901056493955,190.0,,,,16.0,9.0,12,5,0,0,0,0,0
W2767438897,https://doi.org/10.14713/pcsp.v13i3.2015,2017,2017-11-12,article,7,False,42,7,1,3,7,0.0001624695369618,147.71736566275203,9.310078983149117,153.0,,,,0.0,0.0,4,5,0,0,0,0,0
W4211082694,https://doi.org/10.1017/9781108554640.007,2018,2018-08-31,book-chapter,0,False,149,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2533694476,https://doi.org/10.1080/15374416.2016.1225502,2016,2016-10-24,article,25,False,70,25,8,16,25,-0.0001444989258913,193.2765812599013,11.13380903124968,253.0,,,,1.1666666666666663,2.0,5,4,0,0,0,0,0
W2191929947,https://doi.org/10.1016/j.ejim.2015.11.019,2015,2015-12-15,article,23,False,29,21,3,7,21,0.00078125,9.682458365518542,-3.3779453135577886,78.0,,,,6.416666666666666,5.0,7,10,0,0,0,0,0
W4294001437,https://doi.org/10.1016/j.orl.2022.08.005,2022,2022-09-01,article,4,False,13,4,4,4,4,-0.0026560424966799,1792.5186421183707,9.490253353947384,10.0,,,,0.0,0.0,3,3,0,0,0,0,0
W2557183808,https://doi.org/10.1163/15685152-02445p04,2016,2016-11-15,article,3,False,2,3,3,3,3,0.0003918495297805,,,,,,,0.0,0.0,1,1,0,0,0,0,0
W4293702973,https://doi.org/10.1002/jclp.23438,2022,2022-08-30,article,6,False,58,6,6,6,6,-0.0021130480718436,92.98245866046904,11.832159566199232,300.0,,,,1.5,1.0,2,2,0,0,0,0,0
W2772295238,https://doi.org/10.1063/1.5016140,2017,2017-01-01,article,16,False,26,16,8,8,16,-0.0039603960396039,200.6757835782832,26.6488684481313,190.0,,,,8.45,4.0,2,2,0,0,0,0,0
W2402540970,https://doi.org/10.1177/2150131916651068,2016,2016-05-20,article,15,False,18,15,3,7,15,0.000104025798398,36.56233860347241,3.291918148424604,45.0,,,,0.0,0.0,7,2,0,0,0,0,0
W4390061993,https://doi.org/10.1111/sjos.12700,2023,2023-12-21,article,0,False,51,0,0,0,0,0.0,316.36787748223776,48.7626566185429,153.0,,,,,,0,0,0,0,0,0,1
W4390075607,https://doi.org/10.2139/ssrn.4641637,2023,2023-01-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3040914357,https://doi.org/10.1016/j.healun.2020.06.022,2020,2020-07-08,article,42,False,30,36,32,36,36,-0.012733784321528,40.70384241508436,-34.0938557787115,78.0,,,,0.0,0.0,15,3,0,0,0,0,0
W2944588993,https://doi.org/10.1115/1.4043739,2019,2019-05-10,article,1,False,10,1,1,1,1,-0.005,1418.8862245114428,217.839745832418,6.0,,,,0.0,0.0,13,3,0,0,0,0,0
